KNN,Random,Popular,Election_series,Election_remove_bad
0.0,1.0,0.0,1.0,0.0
0.7,0.4,0.6,0.6,0.5
0.25,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.17857142857142858
0.6004311286161025,0.5103515512676448,0.5305455297539707,0.6405914129030109,0.42724449526787633
0.03548387096774196,0.025806451612903236,0.011290322580645173,0.03494623655913981,0.031182795698924758
