KNN,Random,Popular,Election_series,Election_remove_bad
1.0,1.0,1.0,1.0,0.0
0.4,0.6,0.6,0.7,0.6
0.14814814814814814,0.2222222222222222,0.2222222222222222,0.25925925925925924,0.2222222222222222
0.49118023727106014,0.6332971816211658,0.6090726157997783,0.721801830382049,0.43621154230977444
0.016666666666666663,0.0446236559139785,0.008064516129032251,0.04193548387096775,0.039247311827957
