KNN,Random,Popular,Election_series,Election_remove_bad
1.0,1.0,1.0,1.0,0.0
0.7,0.7,0.6,0.7,0.6
0.23333333333333334,0.23333333333333334,0.2,0.23333333333333334,0.2
0.6726934039987301,0.7600791051976192,0.6437684113853991,0.7312625444731048,0.5040610795300535
0.025806451612903226,0.060752688172043025,0.009677419354838701,0.0327956989247312,0.023118279569892486
