KNN,Random,Popular,Election_series,Election_remove_bad
1.0,1.0,0.0,1.0,1.0
0.4,0.7,0.4,0.8,0.8
0.125,0.21875,0.125,0.25,0.25
0.5423640154200349,0.6816604510406281,0.3565964385966263,0.8268133666517739,0.7951657524814091
0.021505376344086013,0.07258064516129034,0.012365591397849462,0.06559139784946237,0.06397849462365593
