KNN,Random,Popular,Election_series,Election_remove_bad
1.0,0.0,0.0,1.0,1.0
0.5,0.6,0.7,0.9,0.9
0.16666666666666666,0.2,0.23333333333333334,0.3,0.3
0.5739723394665964,0.5270672065167424,0.5462574254588145,0.8899541168509599,0.914856882358379
0.019892473118279574,0.037634408602150546,0.012903225806451613,0.07473118279569894,0.07580645161290325
