,KNN,Random,Popular,Election_series,Election_remove_bad
prec@1,0.0,1.0,1.0,0.0,1.0
prec@10,0.8,0.8,0.7,0.6,0.6
recall@10,0.2962962962962963,0.2962962962962963,0.25925925925925924,0.2222222222222222,0.2222222222222222
ndcg,0.7162874455029682,0.835780413693672,0.6816604510406281,0.5423247252962317,0.6028078051365984
serendipity@10,0.0424731182795699,0.03655913978494625,0.01021505376344085,0.03010752688172045,0.028494623655913997
